slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,dG
0.1,-0.1025641025641025,0.0144315317131756,0.0144315317131756,1.3383831166700169,-0.3735851068094149,0.190604852968157,0.1829802544493262,0.5,-0.0026670801198028
0.1,-0.1,0.0145578289027796,0.0145578289027796,1.1093032962816125,-0.4507333580445731,0.230006501116712,0.220726857247115,0.5,-0.00806902746187
0.1025641025641025,-0.1,0.0126085137066295,0.0126085137066295,1.1063577207010955,-0.4519333932087477,0.2299959394597728,0.2219374558836513,0.5,-0.0119560263589286
0.1025641025641025,-0.1025641025641025,0.0123759690129137,0.0123759690129137,1.334632947530659,-0.3746348395548722,0.1905958984431386,0.1840389408677794,0.5,-0.0065276361050143
0.1025641025641025,-0.1051282051282051,0.0121642664075764,0.0121642664075764,1.609989719805085,-0.3105609894437577,0.1579517647342712,0.1526092242412282,0.5,-0.001116202267975
0.1051282051282051,-0.1051282051282051,0.0102803175177676,0.0102803175177676,1.6058362961204746,-0.3113642409235524,0.1579455153857054,0.1534187262987707,0.5,-0.0051441828111618
0.1051282051282051,-0.1,0.0109194109628557,0.0109194109628557,1.10380287563346,-0.4529794316390365,0.2299872565513112,0.2229921764539497,0.5,-0.0160274761324935
0.1051282051282051,-0.1025641025641025,0.0105982280313624,0.0105982280313624,1.3313866959008718,-0.3755482918357415,0.1905885348880645,0.1849597578213462,0.5,-0.0105805732032143
0.1076923076923077,-0.1,0.0094407265755514,0.0094407265755514,1.1015635567189752,-0.4539002729813575,0.2299801947774042,0.2239200798360734,0.5,-0.0202493405918885
0.1076923076923077,-0.1051282051282051,0.0086333047617001,0.0086333047617001,1.6022012934734318,-0.3120706505189616,0.1579404131319428,0.1541302374911559,0.5,-0.0093344643349616
0.1076923076923077,-0.1076923076923077,0.0081970549146626,0.0081970549146626,1.9319824583004068,-0.2588015213562755,0.1309008245635468,0.1279006973705989,0.5,-0.003878614472793
0.1076923076923077,-0.1025641025641025,0.0090429613968909,0.0090429613968909,1.3285449443091206,-0.3763515880581565,0.1905823140919658,0.1857692745723085,0.5,-0.0147892489526954
0.1102564102564102,-0.1102564102564102,0.006042294673134,0.006042294673134,2.32380064918728,-0.2151647556398472,0.1085016799667464,0.1066630766731009,0.5,-0.0026938825288697
0.1102564102564102,-0.1025641025641025,0.0076657998901286,0.0076657998901286,1.3260256457826838,-0.377066614229264,0.1905772109549417,0.1864894023143861,0.5,-0.0191245490229114
0.1102564102564102,-0.1051282051282051,0.0071737812379357,0.0071737812379357,1.5989777466477924,-0.3126997869288885,0.1579361031587431,0.1547636829186025,0.5,-0.0136557034314649
0.1102564102564102,-0.1076923076923077,0.0066388919631413,0.0066388919631413,1.927825561639144,-0.2593595648782809,0.1308973220218696,0.1284622440723346,0.5,-0.0081809989450375
0.1102564102564102,-0.1,0.0081322986342816,0.0081322986342816,1.0995808589329192,-0.4547187184936518,0.2299741762223526,0.2247445439917257,0.5,-0.0245943741648396
0.1128205128205128,-0.1128205128205128,0.003716901782796,0.003716901782796,2.79390537088304,-0.1789609648652828,0.0899508356265563,0.0890101285833537,0.5,-0.0015552942986592
0.1128205128205128,-0.1,0.0069613569174767,0.0069613569174767,1.0978032802606907,-0.4554550058436462,0.2299694454960779,0.225485561392734,0.5,-0.0290406313221937
0.1128205128205128,-0.1102564102564102,0.0045280038720745,0.0045280038720745,2.318915720355416,-0.2156180126252707,0.1084993686384514,0.1071186447901837,0.5,-0.007085995816255
0.1128205128205128,-0.1025641025641025,0.0064307046776847,0.0064307046776847,1.3237619245347256,-0.3777114226014362,0.1905732389751264,0.1871381840771064,0.5,-0.0235631804997111
0.1128205128205128,-0.1076923076923077,0.00523484474091,0.00523484474091,1.9240737271656296,-0.2598653007504197,0.1308945674250274,0.1289707356372815,0.5,-0.0125929466860566
0.1128205128205128,-0.1051282051282051,0.0058618136613099,0.0058618136613099,1.596075006744747,-0.3132684848107487,0.1579327184010992,0.1553357676536606,0.5,-0.0180830193683954
0.1153846153846153,-0.1076923076923077,0.0039484536460438,0.0039484536460438,1.920634363157815,-0.2603306531790821,0.1308921650326446,0.1294384899384866,0.5,-0.0170932151478047
0.1153846153846153,-0.1051282051282051,0.0046646406287206,0.0046646406287206,1.5934239493236857,-0.3137896849622876,0.1579298466544969,0.1558598394755357,0.5,-0.0225965182515233
0.1153846153846153,-0.1025641025641025,0.0053080070585859,0.0053080070585859,1.3217041063013453,-0.3782994975511542,0.1905696313016882,0.187729867270729,0.5,-0.0280863919658882
0.1153846153846153,-0.1102564102564102,0.0031347991528109,0.0031347991528109,2.314413992583592,-0.2160374079237073,0.1084975807109316,0.1075398273682211,0.5,-0.011569205542465
0.1153846153846153,-0.1,0.0059007829716173,0.0059007829716173,1.096191721145659,-0.4561245903598063,0.2299654677930185,0.22615912299851,0.5,-0.0335703063555528
0.1153846153846153,-0.1153846153846153,0.0011000591578321,0.0011000591578321,3.3570089971182786,-0.1489421090597318,0.0745869104844594,0.0743551984779884,0.5,-0.0004301451915302
0.1153846153846153,-0.1128205128205128,0.0021959157659916,0.0021959157659916,2.7879676510027296,-0.1793421087424604,0.0899495281275442,0.0893925823103494,0.5,-0.0060172782423072
0.1179487179487179,-0.1076923076923077,0.002749433398651,0.002749433398651,1.917422592594258,-0.2607667196964485,0.1308903277753224,0.1298763921895442,0.5,-0.0216648569009323
0.1179487179487179,-0.1128205128205128,0.0007619807817802,0.0007619807817802,2.7823669093260732,-0.1797031144100742,0.0899483819085347,0.0897547331934482,0.5,-0.0105545023225825
0.1179487179487179,-0.1025641025641025,0.0042728656825596,0.0042728656825596,1.3198018275511998,-0.3788447543951747,0.1905670088436082,0.1882777467503267,0.5,-0.0326789735731512
0.1179487179487179,-0.1102564102564102,0.0018288136471853,0.0018288136471853,2.310191846966008,-0.2164322420862419,0.1084960035038662,0.1079362376402812,0.5,-0.0161254411683006
0.1179487179487179,-0.1,0.0049278060680857,0.0049278060680857,1.094710931057069,-0.4567415799963044,0.2299622989571936,0.2267792805088682,0.5,-0.0381688581754553
0.1179487179487179,-0.1179487179487179,5.1436482537796114e-08,5.1436482537796114e-08,3.1131651068964055,-0.1606082491686322,0.0803041312578649,0.0803041197150342,0.4878941342980024,-1.842806921304468e-08
0.1179487179487179,-0.1051282051282051,0.0035549586683322,0.0035549586683322,1.5909629523694142,-0.3142750735064084,0.1579275418779957,0.156347533134582,0.5,-0.0271802015525032
0.1205128205128205,-0.1051282051282051,0.0025095032632754,0.0025095032632754,1.5886423377607477,-0.3147341516827424,0.1579255683738125,0.156808585194291,0.5,-0.0318210898755263
0.1205128205128205,-0.1179487179487179,2.352520610307209e-07,2.352520610307209e-07,2.51491775327241,-0.1988136586686693,0.0994068624944617,0.0994067963500562,0.4781908789388706,-0.0051282870224497
0.1205128205128205,-0.1,0.0040229867856573,0.0040229867856573,1.0933329669415908,-0.4573172261320763,0.2299595350907068,0.2273576916258548,0.5,-0.0428243331164617
0.1205128205128205,-0.1025641025641025,0.003304108012951,0.003304108012951,1.3180209595472967,-0.3793566378469961,0.1905646316609868,0.1887920064504449,0.5,-0.0373285071748058
0.1205128205128205,-0.1102564102564102,0.0005813655340216,0.0005813655340216,2.306151594974985,-0.21681141888142,0.1084948381405652,0.1083165812072799,0.5,-0.0207403127110405
0.1205128205128205,-0.1153846153846153,6.299519289090106e-08,6.299519289090106e-08,2.522007496720297,-0.198254763838932,0.0991273904840781,0.0991273728296384,0.4869339489570466,-0.0102564330895516
0.1205128205128205,-0.1076923076923077,0.0016120576232979,0.0016120576232979,1.9143749854635308,-0.2611818484611916,0.1308886459876284,0.1302932052408039,0.5,-0.0262942464266352
0.123076923076923,-0.1179487179487179,8.711674952684147e-09,8.711674952684147e-09,2.0660950341099187,-0.2420024205773359,0.1210012120422696,0.1210012091183756,0.4693420145885614,-0.0102564131065432
0.123076923076923,-0.1051282051282051,0.001508076265998,0.001508076265998,1.5864174329258922,-0.3151755578657429,0.1579238733523382,0.1572516852315537,0.5,-0.0365086121424116
0.123076923076923,-0.1205128205128205,1.0917194170088487e-08,1.0917194170088487e-08,2.061097786259429,-0.2425891686581991,0.1212945867846251,0.1212945833369403,0.4605837104961279,-0.0051282083350221
0.123076923076923,-0.1025641025641025,0.0023833277723712,0.0023833277723712,1.316326270933656,-0.3798450367457633,0.190562658194203,0.18928237740867,0.5,-0.0420247912999483
